Field Type,ID,Field Name,Original Text,Translated Text,,
DictKey_subtitle_,835,DictKey_subtitle_835,"PLAYER: Prowler 01, Prowler 01, Dodge 1-1, checking in as fragged. On station and ready to provide air cover. Eyes on the road ahead of you.",玩家：Prowler 01，Prowler 01，这里是Dodge 1-1，按计划报到。已到达待命位置，准备提供空中掩护。正在监视你前方的道路。,,
DictKey_subtitle_,837,DictKey_subtitle_837,"PROWLER 1: Dodge 1-1, Prowler, roger. We're oscar mike, entering Alpha.",PROWLER 1：Dodge 1-1，这里是Prowler，收到。我们正在移动，进入Alpha区域。,,
DictKey_subtitle_,839,DictKey_subtitle_839,"PLAYER: And Dodge 1-1 copies, we'll inform you if we spot anything out of place ahead.",玩家：Dodge 1-1收到，如果我们在前方发现任何异常情况，会通知你。,,
DictKey_subtitle_,841,DictKey_subtitle_841,"WINGMAN (CAPTAIN): This is two, let me get my binos ready. Just like good old times.",僚机（CAPTAIN）：这里是二号，我会准备好我的双筒望远镜。就像我们曾经的“快乐时光”那样。,,
DictKey_subtitle_,843,DictKey_subtitle_843,"PLAYER: OK, if you want me to check something out for you with the TGP, just shout.",玩家：如果你需要我用TGP帮你查看什么，尽管喊我。,,
DictKey_subtitle_,845,DictKey_subtitle_845,"WINGMAN (CAPTAIN): Yeah, wilco.",僚机（CAPTAIN）：好的。,,
DictKey_subtitle_,847,DictKey_subtitle_847,"WINGMAN (CAPTAIN): Damn, so many people. On the streets, in the windows. The guys in that convoy must feel like our grandfathers when they were liberating France.",僚机（CAPTAIN）：该死，这么多人。街上，窗户里，到处都是。车队里的那些家伙一定感觉像我们的祖辈解放法国时一样。,,
DictKey_subtitle_,849,DictKey_subtitle_849,"PLAYER: Yeah. But it is too crowded, if anything happens there we won't be able to react appropriately.",玩家：是啊。人太多了，如果发生什么事情，我们无法及时反应。,,
DictKey_subtitle_,851,DictKey_subtitle_851,"WINGMAN (CAPTAIN): And what about those helos? They are authorised to film up to Bravo, then they have to turn back?",僚机（CAPTAIN）：那些直升机呢？他们被授权拍摄到Bravo，然后必须返回？,,
DictKey_subtitle_,853,DictKey_subtitle_853,"PLAYER: Yeah, that checks, though they are only allowed to film the first part. Let’s scan up ahead, check Bravo and Charlie.",玩家：是的，没错，不过他们只被允许拍摄最开始的部分。我们继续巡视前方，检查Bravo和Charlie区域。,,
DictKey_subtitle_,855,DictKey_subtitle_855,WINGMAN (CAPTAIN): Rog.,僚机（CAPTAIN）：收到。,,
DictKey_subtitle_,859,DictKey_subtitle_859,"PROWLER 1: Dodge 1-1, this is Prowler 1, entering Bravo.",PROWLER 1：Dodge 1-1，这里是Prowler 1，进入Bravo区域。,,
DictKey_subtitle_,862,DictKey_subtitle_862,"PLAYER: And 01, Dodge 1-1 copies, all clear at this time.",玩家：01，这里是Dodge 1-1，目前一切正常。,,
DictKey_subtitle_,934,DictKey_subtitle_934,"PROWLER 1: Dodge 1-1, Prowler 1 is in Charlie.",PROWLER 1：Dodge 1-1，这里是Prowler 1，已进入Charlie区域。,,
DictKey_subtitle_,936,DictKey_subtitle_936,"PLAYER: And Prowler, Dodge 1-1, your route looks good.",玩家：Prowler，这里是Dodge 1-1，你的路线看起来没问题。,,
DictKey_subtitle_,938,DictKey_subtitle_938,"PLAYER: Prowler 1, Dodge 1-1, go ahead and stop your advance, hold position where you're at.",玩家：Prowler 1，这里是Dodge 1-1，停止前进，保持当前位置。,,
DictKey_subtitle_,940,DictKey_subtitle_940,"PLAYER: Prowler 1, Dodge 1-1, you may move out, false alarm.",玩家：Prowler 1，这里是Dodge 1-1，可以继续前进，虚惊一场。,,
DictKey_subtitle_,942,DictKey_subtitle_942,"PROWLER 1: Dodge 1-1, Prowler 1 copies, moving out.",PROWLER 1：Dodge 1-1，这里是Prowler 1，收到，继续前进。,,
DictKey_subtitle_,944,DictKey_subtitle_944,"WINGMAN (CAPTAIN): One, two, could you check a garage for me in Charlie three? Built of bricks, facing the road, north of the smoking chimney. .",僚机（CAPTAIN）：一号，这里是二号，你能帮我检查一下Charlie三号区域的一个车库吗？砖砌的，面向道路，位于冒烟烟囱的北边。,,
DictKey_subtitle_,946,DictKey_subtitle_946,"PLAYER: Yeah, 1-1 copies.",玩家：好的，1-1收到。,,
DictKey_subtitle_,948,DictKey_subtitle_948,"PLAYER: It looks like it is just a parked civilian vehicle, it didn't look suspicious.",玩家：看起来只是辆停放的民用车辆，并不可疑。,,
DictKey_subtitle_,950,DictKey_subtitle_950,"PLAYER: OK, I've got tally vehicle and it looks like there may be some men hiding nearby. Let's go ahead and stop Prowler.",玩家：好的，我发现了一辆车，看起来附近可能有人藏匿。我们先让Prowler停下。,,
DictKey_subtitle_,952,DictKey_subtitle_952,"PLAYER: And Overlord, Overlord, Dodge 1-1, we have some suspicious activity, grid GG 2840 2620, a vehicle with numerous footmobiles hiding nearby, we need to send a patrol to check that position.",玩家：Overlord，Overlord，这里是Dodge 1-1，我们发现一些可疑活动，坐标GG 2840 2620，车辆附近有多人藏匿，我们需要派遣巡逻队检查该位置。,,
DictKey_subtitle_,954,DictKey_subtitle_954,"OVERLORD: Dodge 1-1, Overlord, roger. Notifying the Georgians, wait one.",OVERLORD：Dodge 1-1，这里是Overlord，收到。正在通知格鲁吉亚方面，稍等。,,
DictKey_subtitle_,956,DictKey_subtitle_956,"OVERLORD: Dodge 1-1, Overlord. False alarm, Prowler can continue.",OVERLORD：Dodge 1-1，这里是Overlord。虚惊一场，Prowler可以继续前进。,,
DictKey_subtitle_,979,DictKey_subtitle_979,"PROWLER 1: Dodge 1-1, Prowler 1, stopping.",PROWLER 1：Dodge 1-1，这里是Prowler 1，已停车。,,
DictKey_subtitle_,1070,DictKey_subtitle_1070,"PROWLER 1: Dodge 1-1, Prowler 1, entering Delta.",PROWLER 1：Dodge 1-1，这里是Prowler 1，进入Delta区域。,,
DictKey_subtitle_,1072,DictKey_subtitle_1072,"PLAYER: Prowler 1, Dodge 1-1 copies, continue.",玩家：Prowler 1，这里是Dodge 1-1，收到，继续前进。,,
DictKey_subtitle_,1074,DictKey_subtitle_1074,"PLAYER: Prowler 1, Dodge 1-1, a civilian truck has turned onto the main road at Delta and is going towards your posit, please advise.",玩家：Prowler 1，这里是Dodge 1-1，一辆民用卡车已进入Delta区域内的主路，正朝你的位置驶去，请注意。,,
DictKey_subtitle_,1076,DictKey_subtitle_1076,"PROWLER 1: Dodge 1-1, Prowler 1, roger. We’ll hold here, try to scare them away with a low flyby, drop some flares for a good effect.",PROWLER 1：Dodge 1-1，这里是Prowler 1，收到。我们会在这停车。尝试低空飞略吓走他们，可以投些热诱，增强威慑效果。,,
DictKey_subtitle_,1078,DictKey_subtitle_1078,"PLAYER: Prowler 1, Dodge 1-1 copies, show of force.",玩家：Prowler 1，这里是Dodge 1-1，收到，准备武力展示。,,
DictKey_subtitle_,1081,DictKey_subtitle_1081,"PLAYER: Prowler 1, Dodge 1-1, the road is clear, you can continue.",玩家：Prowler 1，这里是Dodge 1-1，道路已清理，可以继续前进。,,
DictKey_subtitle_,1083,DictKey_subtitle_1083,"PROWLER 1: Dodge 1-1, Prowler 1, moving out.",PROWLER 1：Dodge 1-1，这里是Prowler 1，继续前进。,,
DictKey_subtitle_,1085,DictKey_subtitle_1085,"PROWLER 1: Prowler 1, tally tango, we’ll fire a warning shot.",PROWLER 1：这里是Prowler 1，发现目标，我们将进行警告射击。,,
DictKey_subtitle_,1087,DictKey_subtitle_1087,WINGMAN (CAPTAIN): What do you think? It is really quiet...,僚机（CAPTAIN）：你什么感觉？丝毫有些太安静了……,,
DictKey_subtitle_,1089,DictKey_subtitle_1089,"PLAYER: Yeah, I don’t like it.",玩家：没错，我不喜欢这种感觉。,,
DictKey_subtitle_,1091,DictKey_subtitle_1091,"WINGMAN (CAPTAIN): On the other hand all that was organised on a short notice, the bad guys probably didn’t have enough time to come up with something meaningful.",僚机（CAPTAIN）：不过倒也可以理解。一切都是临时安排的，坏蛋们可能没有足够的时间策划什么有意义的行动。,,
DictKey_subtitle_,1093,DictKey_subtitle_1093,"PLAYER: I hope so, but I wouldn't put any money on that.",玩家：希望如此，我不可不敢打包票。,,
DictKey_subtitle_,1095,DictKey_subtitle_1095,"WINGMAN (CAPTAIN): Heads up, tally a truck entering the road and turning towards Prowler in Delta, just north of the third river.",僚机（CAPTAIN）：注意，发现一辆卡车进入道路，朝Delta的Prowler方向行驶，就在第三条河的北边。,,
DictKey_subtitle_,1097,DictKey_subtitle_1097,PLAYER: And Lead's tally. Wait one.,玩家：长机已目视，稍等。,,
DictKey_subtitle_,1099,DictKey_subtitle_1099,"WINGMAN (CAPTAIN): One, two, it worked, he is turning back.",僚机（CAPTAIN）：一号，这里是二号，成功了，他正在掉头。,,
DictKey_subtitle_,1111,DictKey_subtitle_1111,"OK, looks like it worked, he is turning back. We’re moving out.",好的，看起来成功了，他正在掉头。我们继续前进。,,
DictKey_subtitle_,1147,DictKey_subtitle_1147,"PROWLER 1: Dodge 1-1, Prowler 1, in Echo.",PROWLER 1：Dodge 1-1，这里是Prowler 1，已进入Echo区域。,,
DictKey_subtitle_,1149,DictKey_subtitle_1149,"PLAYER: Prowler 1, Dodge 1-1 copies. Be advised, there is a lot more forests and a lot less buildings up ahead.",玩家：Prowler 1，这里是Dodge 1-1，收到。请注意，前方森林较多，建筑较少。,,
DictKey_subtitle_,1151,DictKey_subtitle_1151,"PROWLER 1: Prowler 1 copies, we’re counting on you guys to spot any threats for us.",PROWLER 1：这里是Prowler 1，收到。我们要指望你们帮我们探查威胁了。,,
DictKey_subtitle_,1154,DictKey_subtitle_1154,"PLAYER: Prowler 1, Dodge 1-1, go ahead and stop your advance, hold position where you're at.",玩家：Prowler 1，这里是Dodge 1-1，停止前进，保持当前位置。,,
DictKey_subtitle_,1156,DictKey_subtitle_1156,"PROWLER 1: Dodge 1-1, Prowler 1, stopping.",PROWLER 1：Dodge 1-1，这里是Prowler 1，已停止。,,
DictKey_subtitle_,1158,DictKey_subtitle_1158,"PLAYER: Prowler 1, Dodge 1-1, you're cleared to continue, Sir. False alarm.",玩家：Prowler 1，这里是Dodge 1-1，可以继续前进，长官。是虚警。,,
DictKey_subtitle_,1160,DictKey_subtitle_1160,"PROWLER 1: Dodge 1-1, Prowler 1 copies, moving out.",PROWLER 1：Dodge 1-1，这里是Prowler 1，收到，继续前进。,,
DictKey_subtitle_,1162,DictKey_subtitle_1162,,,,
DictKey_subtitle_,1169,DictKey_subtitle_1169,"WINGMAN (CAPTAIN): One, two, can you have a closer look at the bridge in Echo, where the road turns to the east?",僚机（CAPTAIN）：一号，这里是二号，你能仔细查看一下Echo区域的桥梁吗？就是道路转向东边的地方。,,
DictKey_subtitle_,1171,DictKey_subtitle_1171,PLAYER: Wait one.,玩家：稍等。,,
DictKey_subtitle_,1173,DictKey_subtitle_1173,"PLAYER: This looks like a Georgian patrol. Good eyes, though!",玩家：看起来是格鲁吉亚的巡逻队。不过眼力不错！,,
DictKey_subtitle_,1175,DictKey_subtitle_1175,"PLAYER: Yeah, Lead's tally a group of four armed footmobiles. Let's stop Prowler.",玩家：是的，长机发现四名武装人员。我们先让Prowler停下。,,
DictKey_subtitle_,1177,DictKey_subtitle_1177,"WINGMAN (CAPTAIN): One, two, it's Echo 15, the patch of forest behind the small buildings and some bushes.",僚机（CAPTAIN）：一号，这里是二号，是Echo 15，小建筑和一些灌木丛后面的那片森林。,,
DictKey_subtitle_,1179,DictKey_subtitle_1179,,,,
DictKey_subtitle_,1181,DictKey_subtitle_1181,"PLAYER: Overlord, Dodge 1-1, we have some suspicious activity in grid GG 3004 4235, we'd like to have the Georgians check it out please.",玩家：Overlord，这里是Dodge 1-1，我们在坐标GG 3004 4235发现一些可疑活动，请格鲁吉亚方面检查一下。,,
DictKey_subtitle_,1183,DictKey_subtitle_1183,"OVERLORD: Dodge 1-1, Overlord, roger. Notifying the Georgians, wait one.",OVERLORD：Dodge 1-1，这里是Overlord，收到。正在通知格鲁吉亚方面，稍等。,,
DictKey_subtitle_,1185,DictKey_subtitle_1185,"OVERLORD: Dodge 1-1, Overlord. False alarm, you are looking at a Georgian patrol.",OVERLORD：Dodge 1-1，这里是Overlord。虚惊一场，你看到的是格鲁吉亚的巡逻队。,,
DictKey_subtitle_,1187,DictKey_subtitle_1187,PLAYER: And Dodge 1-1 copies.,玩家：Dodge 1-1收到。,,
DictKey_subtitle_,1189,DictKey_subtitle_1189,"OVERLORD: Dodge 1-1, Overlord. Heads up, we might have something for you. Check the forest and surroundings at grid GG 311 388 for possible enemy presence, report back.",OVERLORD：Dodge 1-1，这里是Overlord。注意，我有任务给你。检查坐标GG 311 388的森林及周边，可能有敌人，完成后报告。,,
DictKey_subtitle_,1191,DictKey_subtitle_1191,"PLAYER: Overlord, Dodge 1-1 copies, grid GG 311 388, standby.",玩家：Overlord，这里是Dodge 1-1，收到，坐标GG 311 388，稍等。,,
DictKey_subtitle_,1193,DictKey_subtitle_1193,"PLAYER: Overlord, Dodge 1-1, we're visual on a group of footmobiles in civilian clothes with rifles.. and at least one RPG.",玩家：Overlord，这里是Dodge 1-1，我们看到一群穿着便装的步兵，携带步枪……还有至少一具RPG。,,
DictKey_subtitle_,1195,DictKey_subtitle_1195,"PLAYER: Overlord, Dodge 1-1, we don't see anything at those coordinates.",玩家：Overlord，这里是Dodge 1-1，我们在那个坐标上没发现任何东西。,,
DictKey_subtitle_,1197,DictKey_subtitle_1197,"OVERLORD: Dodge 1-1, Overlord. roger. Stop Prowler and give us a feedback on tactical situation.",OVERLORD：Dodge 1-1，这里是Overlord。收到。让Prowler停下，向我反馈战场态势。,,
DictKey_subtitle_,1199,DictKey_subtitle_1199,"PLAYER: Overlord, Dodge 1-1, we've got some civilian buildings in the area, I recommend we go guns on this target.",玩家：Overlord，这里是Dodge 1-1，区域内有一些民用建筑，我建议对这个目标使用机炮。,,
DictKey_subtitle_,1201,DictKey_subtitle_1201,"PLAYER: Overlord, Dodge 1-1, the enemy is spread wide, we will use rockets for best effect.",玩家：Overlord，这里是Dodge 1-1，敌人分散较广，我们将使用火箭弹以达到最佳效果。,,
DictKey_subtitle_,1203,DictKey_subtitle_1203,"PLAYER: Overlord, Dodge 1-1, collateral damage is not a factor here, we'll use GBU-12.",玩家：Overlord，这里是Dodge 1-1，这里没有附带损害因素，我们将使用GBU-12。,,
DictKey_subtitle_,1205,DictKey_subtitle_1205,"OVERLORD: Dodge 1-1, Overlord. solid copy. You are cleared hot.",OVERLORD：Dodge 1-1，这里是Overlord。收到。可以攻击。,,
DictKey_subtitle_,1207,DictKey_subtitle_1207,"PLAYER: Overlord, Dodge 1-1 copies, cleared hot.",玩家：Overlord，这里是Dodge 1-1，收到，可以攻击。,,
DictKey_subtitle_,1209,DictKey_subtitle_1209,"PLAYER: Overlord, Dodge 1-1, targets destroyed.",玩家：Overlord，这里是Dodge 1-1，目标已摧毁。,,
DictKey_subtitle_,1211,DictKey_subtitle_1211,,,,
DictKey_subtitle_,1216,DictKey_subtitle_1216,"PLAYER: Prowler 1, Dodge 1-1, enemy neutralised, you are cleared to continue.",玩家：Prowler 1，这里是Dodge 1-1，敌人已被消灭，可以继续前进。,,
DictKey_subtitle_,1218,DictKey_subtitle_1218,"PROWLER 1: Dodge 1-1, Prowler 1, we are taking accurate small arms fire from the forest to the east, request assistance!",PROWLER 1：Dodge 1-1，这里是Prowler 1，我们正遭受来自东边森林的精确小型武器射击，请求支援！,,
DictKey_subtitle_,1220,DictKey_subtitle_1220,"PROWLER 1: This is Prowler 1, we lost one truck!",PROWLER 1：这里是Prowler 1，我们损失了一辆卡车！,,
DictKey_subtitle_,1222,DictKey_subtitle_1222,"PROWLER 1: Prowler 1, we're taking losses, engage the shooters!",PROWLER 1：这里是Prowler 1，我们正在遭受损失，攻击射手！,,
DictKey_subtitle_,1224,DictKey_subtitle_1224,"PLAYER: Overlord, Dodge 1-1 copies, cleared hot.",玩家：Overlord，这里是Dodge 1-1，收到，可以攻击。,,
DictKey_subtitle_,1266,DictKey_subtitle_1266,"PLAYER: Prowler 1, Dodge 1-1, I need you to hold position, we have tangos in view in Echo 15.",玩家：Prowler 1，这里是Dodge 1-1，我需要你们保持当前位置，我们在Echo 15发现敌人。,,
DictKey_subtitle_,1378,DictKey_subtitle_1378,"PROWLER 1: Dodge 1-1, Prowler 1, entering Golf.",PROWLER 1：Dodge 1-1，这里是Prowler 1，进入Golf区域。,,
DictKey_subtitle_,1380,DictKey_subtitle_1380,"PLAYER: Prowler 1, Dodge 1-1 copies. The road ahead looks clear at this time.",玩家：Prowler 1，这里是Dodge 1-1，收到。目前前方道路看起来很通畅。,,
DictKey_subtitle_,1382,DictKey_subtitle_1382,WINGMAN (CAPTAIN): The bastards.. they had very little early warning but they still managed to set a trap. I wonder who tipped up Overlord about their presence.,僚机（CAPTAIN）：这些混蛋……他们几乎没有提前预警，但仍能设下了陷阱。我想知道是谁向Overlord透露了他们的存在。,,
DictKey_subtitle_,1384,DictKey_subtitle_1384,"PLAYER: Hopefully we will find out when we get home. They still have some way to go, keep your eyes open.",玩家：希望我们回去后能查明。他们还有一段路要走，保持警惕。,,
DictKey_subtitle_,1386,DictKey_subtitle_1386,"PROWLER 1: Dodge 1-1, Prowler 1, we're in Hotel.",PROWLER 1：Dodge 1-1，这里是Prowler 1，我们进入Hotel区域。,,
DictKey_subtitle_,1388,DictKey_subtitle_1388,"PLAYER: Prowler 1, Dodge 1-1, copies. Welcome to Kobuleti, we will see you when we land",玩家：Prowler 1，这里是Dodge 1-1，收到。欢迎来到Kobuleti，降落后见。,,
DictKey_subtitle_,1390,DictKey_subtitle_1390,"PLAYER: Overlord, Dodge 1-1. Prowler is now at Hotel and is on his way to the airbase.",玩家：Overlord，这里是Dodge 1-1。Prowler现在在Hotel区域，正前往空军基地。,,
DictKey_subtitle_,1392,DictKey_subtitle_1392,"OVERLORD: Dodge 1-1, Overlord. Good job, you may RTB.",OVERLORD：Dodge 1-1，这里是Overlord。干得好，可以返航。,,
DictKey_subtitle_,1394,DictKey_subtitle_1394,"PLAYER: Overlord, show Dodge flight RTB at this time.",玩家：Overlord，Dodge编队现在返航。,,
DictKey_subtitle_,1396,DictKey_subtitle_1396,"WINGMAN (CAPTAIN): Looks like we'll have all we need now to start kicking the butt of the CLA. So far they had the initiative, I think it is highest time to change that.",僚机（CAPTAIN）：看来，我们现在终于有了对抗高加索解放阵营所需的一切。到目前为止，他们一直占据着主动，是时候改变这种局面了。,,
DictKey_subtitle_,1398,DictKey_subtitle_1398,"PLAYER: Agreed. Prowler brought all the necessary tools. Let's go home, I'm tired of looking at the TGP screen.",玩家：同意。Prowler带来了所有必要的设备。我们回家吧，我看TGP屏幕看的眼睛都花了。,,
DictKey_subtitle_,1408,DictKey_subtitle_1408,"WINGMAN (CAPTAIN): Not sure if this is going to be the most exciting sortie of all. Honestly, would be better suited for the helos.",僚机（CAPTAIN）：我不确定这是否是我们做过的最激动人心的行动。但说实话，这次的任务，让直升机来做更合适。,,
DictKey_subtitle_,1410,DictKey_subtitle_1410,"PLAYER: Yeah, but we'd have to trust the Georgians with protecting our equipment.",玩家：是啊，但我们得相信格鲁吉亚人能保护我们的装备。,,
DictKey_subtitle_,1412,DictKey_subtitle_1412,"WINGMAN (CAPTAIN): Well, NATO says they are ready to join. I am sure their Hinds could handle a simple escort mission?",僚机（CAPTAIN）：嗯，北约的说法是，他们准备加入了。我觉得他们的雌鹿直升机能执行这么简单的护航任务吧？,,
DictKey_subtitle_,1414,DictKey_subtitle_1414,PLAYER: Oh yeah? You try telling that to the Skipper.,玩家：哦，是吗？那你跟咱老大汇报一下吧。,,
DictKey_subtitle_,1416,DictKey_subtitle_1416,WINGMAN (CAPTAIN): Alright... I rest my case.,僚机（CAPTAIN）：好吧……当我没说。,,
DictKey_subtitle_,1418,DictKey_subtitle_1418,"WINGMAN (CAPTAIN): Lead, two.",僚机（CAPTAIN）：领队，这里是二号机。,,
DictKey_subtitle_,1420,DictKey_subtitle_1420,PLAYER: Go ahead two.,玩家：请讲，二号机。,,
DictKey_subtitle_,1422,DictKey_subtitle_1422,"WINGMAN (CAPTAIN): Actually, I think that Skipper is right. I remember reading somewhere about the performance of the Georgian attack helicopters during the 2008 war.",僚机（CAPTAIN）：其实，我觉得咱们指挥官是对的。我记得在某处读到过格鲁吉亚的武装直升机在2008年战争（俄罗斯-格鲁吉亚战争）中的表现。,,
DictKey_subtitle_,1424,DictKey_subtitle_1424,PLAYER: And how did they fare?,玩家：他们怎么样？,,
DictKey_subtitle_,1426,DictKey_subtitle_1426,"WINGMAN (CAPTAIN): They participated in only one combat sortie, attacking a Russian convoy. If I am not mistaken they managed to damage one truck. Pretty impressive, eh?",僚机（CAPTAIN）：他们只参与了一次战斗行动，攻击了一个俄军车队。如果我没记错的话，他们一通操作，击伤了一辆卡车。相当让人印象深刻，是吧？,,
DictKey_subtitle_,1428,DictKey_subtitle_1428,"PLAYER: Oh yeah, quite a score for at least two Hinds... why did they fly only one mission?",玩家：哦，是呢，对两架雌鹿来说，这成绩真不错……他们为什么只执行了一次任务？,,
DictKey_subtitle_,1430,DictKey_subtitle_1430,WINGMAN (CAPTAIN): Because the Russians fully controlled the air space. Georgians hid their helos until the end of the conflict.,僚机（CAPTAIN）：因为俄军完全控制了空域。格鲁吉亚人把他们的直升机藏到了冲突结束。,,
DictKey_subtitle_,1432,DictKey_subtitle_1432,"PLAYER. Wow. OK, Skipper was right.",玩家：哇。好吧，看来指挥官让咱来护航是对的。,,
DictKey_subtitle_,1434,DictKey_subtitle_1434,,,,
DictKey_subtitle_,1438,DictKey_subtitle_1438,WINGMAN (CAPTAIN): There are Georgian troops at every crossroads. I really don't think anything will happen.,僚机（CAPTAIN）：每个十字路口都有格鲁吉亚的士兵。我真不觉得会发生什么事情。,,
DictKey_subtitle_,1440,DictKey_subtitle_1440,"PLAYER: Then we will enjoy the view. Too bad it is not later in the year, these beaches look really amazing.",玩家：那我们就欣赏风景吧。这些海滩看起来真的很棒，可惜现在还没到暖和的时候。,,
DictKey_subtitle_,1442,DictKey_subtitle_1442,"WINGMAN (CAPTAIN): Indeed. Though you'd have all the fun, I don't have the targeting pod. Only binos, not good enough.",僚机（CAPTAIN）：确实。不过你能玩得很开心。我没有瞄准吊舱，只有双筒望远镜，不好玩。,,
DictKey_subtitle_,1444,DictKey_subtitle_1444,"PLAYER: Hey, that's not what I meant!",玩家：嘿，我不是那个意思！,,
DictKey_subtitle_,1446,DictKey_subtitle_1446,"WINGMAN (CAPTAIN): They could speed up a little, at this rate we'll run out of fuel before they get to their destination.",僚机（CAPTAIN）：他们可以稍微加快一点速度，这样下去，在他们到达以前，我们就没油了。,,
DictKey_subtitle_,1448,DictKey_subtitle_1448,PLAYER: Just keep scanning the road ahead.,玩家：继续巡视前方道路。,,
DictKey_subtitle_,1450,DictKey_subtitle_1450,WINGMAN (CAPTAIN): Roger.,僚机（CAPTAIN）：收到。,,
DictKey_subtitle_,1469,DictKey_subtitle_1469,"PLAYER: Standby, I will contact Prowler.",玩家：待命，我去联系Prowler。,,
